gradient_descent_sst best cost max,gradient_descent_sst best cost mean,gradient_descent_sst best cost min,gradient_descent_sst best cost std,gradient_descent_sst success fraction,gradient_descent_sst time,policy_guided_gradient_descent_sst best cost max,policy_guided_gradient_descent_sst best cost mean,policy_guided_gradient_descent_sst best cost min,policy_guided_gradient_descent_sst best cost std,policy_guided_gradient_descent_sst success fraction,policy_guided_gradient_descent_sst time,policy_guided_sst best cost max,policy_guided_sst best cost mean,policy_guided_sst best cost min,policy_guided_sst best cost std,policy_guided_sst success fraction,policy_guided_sst time,rl best cost max,rl best cost mean,rl best cost min,rl best cost std,rl success fraction,rl time,stable_sparse_rrt best cost max,stable_sparse_rrt best cost mean,stable_sparse_rrt best cost min,stable_sparse_rrt best cost std,stable_sparse_rrt success fraction,stable_sparse_rrt time
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.899999999999984,55.0,26.14,8.0,10.162696492565345,1.0,17.899999999999984,56.0,23.02,5.0,9.902504733651988,1.0,17.899999999999984,40.0,21.36,1.0,10.08912285582845,1.0,17.899999999999984,inf,64.75,1.0,32.884456814732395,0.8,17.899999999999984
inf,58.73913043478261,4.0,35.91199072043661,0.92,17.999999999999986,55.0,26.14,8.0,10.162696492565345,1.0,17.999999999999986,56.0,23.02,5.0,9.902504733651988,1.0,17.999999999999986,40.0,21.36,1.0,10.08912285582845,1.0,17.999999999999986,inf,64.75,1.0,32.884456814732395,0.8,17.999999999999986
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.099999999999987,55.0,26.14,8.0,10.162696492565345,1.0,18.099999999999987,56.0,23.02,5.0,9.902504733651988,1.0,18.099999999999987,40.0,21.36,1.0,10.08912285582845,1.0,18.099999999999987,inf,64.75,1.0,32.884456814732395,0.8,18.099999999999987
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.19999999999999,55.0,26.14,8.0,10.162696492565345,1.0,18.19999999999999,56.0,23.02,5.0,9.902504733651988,1.0,18.19999999999999,40.0,21.36,1.0,10.08912285582845,1.0,18.19999999999999,inf,64.75,1.0,32.884456814732395,0.8,18.19999999999999
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.29999999999999,55.0,26.14,8.0,10.162696492565345,1.0,18.29999999999999,56.0,23.02,5.0,9.902504733651988,1.0,18.29999999999999,40.0,21.36,1.0,10.08912285582845,1.0,18.29999999999999,inf,64.75,1.0,32.884456814732395,0.8,18.29999999999999
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.39999999999999,55.0,26.14,8.0,10.162696492565345,1.0,18.39999999999999,56.0,23.02,5.0,9.902504733651988,1.0,18.39999999999999,40.0,21.36,1.0,10.08912285582845,1.0,18.39999999999999,inf,64.75,1.0,32.884456814732395,0.8,18.39999999999999
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.499999999999993,55.0,26.14,8.0,10.162696492565345,1.0,18.499999999999993,56.0,23.02,5.0,9.902504733651988,1.0,18.499999999999993,40.0,21.36,1.0,10.08912285582845,1.0,18.499999999999993,inf,64.75,1.0,32.884456814732395,0.8,18.499999999999993
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.599999999999994,55.0,26.14,8.0,10.162696492565345,1.0,18.599999999999994,56.0,23.02,5.0,9.902504733651988,1.0,18.599999999999994,40.0,21.36,1.0,10.08912285582845,1.0,18.599999999999994,inf,64.75,1.0,32.884456814732395,0.8,18.599999999999994
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.699999999999996,55.0,26.14,8.0,10.162696492565345,1.0,18.699999999999996,56.0,23.02,5.0,9.902504733651988,1.0,18.699999999999996,40.0,21.36,1.0,10.08912285582845,1.0,18.699999999999996,inf,64.75,1.0,32.884456814732395,0.8,18.699999999999996
inf,58.73913043478261,4.0,35.91199072043661,0.92,18.799999999999997,55.0,26.14,8.0,10.162696492565345,1.0,18.799999999999997,56.0,23.02,5.0,9.902504733651988,1.0,18.799999999999997,40.0,21.36,1.0,10.08912285582845,1.0,18.799999999999997,inf,64.75,1.0,32.884456814732395,0.8,18.799999999999997
